Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Surrender,Godsmack,Lighting Up The Sky,2GnketcEQ131spoXsAeseu,18,,0.563,0.949,0,-4.568,1,0.13,0.00632,2.06e-06,0.335,0.724,170.022,audio_features,220839,4
Lux Æterna,Metallica,72 Seasons,6eXWc7irALyENtbAD2TTOT,64,,0.401,0.996,11,-3.327,0,0.0714,1.15e-05,0.000879,0.121,0.226,130.596,audio_features,201760,4
Welcome To The Circus,Five Finger Death Punch,AfterLife,1linrfCmITmQHs4enAxTUY,71,https://p.scdn.co/mp3-preview/48aa3dbbca28dc0e421a80ba2c2f766c935d1f89?cid=3502c8805da84b25aa0305556012150b,0.489,0.987,11,-4.57,0,0.0806,7.62e-05,0.0,0.788,0.297,139.982,audio_features,256742,4
Just Pretend,Bad Omens,THE DEATH OF PEACE OF MIND,1H4Y9uW4N0LsxJUz0VnaPJ,81,,0.457,0.834,5,-4.674,0,0.0817,0.00252,0.00125,0.1,0.201,140.032,audio_features,204677,4
Lost,Linkin Park,Lost,373gDROnujxNTFa1FojYIl,74,https://p.scdn.co/mp3-preview/effd763b0241c4973a3ebad491ac7fd13c93e6c5?cid=3502c8805da84b25aa0305556012150b,0.596,0.798,0,-4.63,1,0.0285,0.00412,0.0,0.338,0.459,105.01,audio_features,199342,4
Cut The Line (feat. Beartooth),Papa Roach,Ego Trip (Deluxe),15kMBHLBO0WeQJmnuSWJYN,53,https://p.scdn.co/mp3-preview/202f34d149ff80e620c4472e0b718a1f699746be?cid=3502c8805da84b25aa0305556012150b,0.528,0.941,9,-2.6,0,0.0697,0.000197,0.0123,0.219,0.627,140.075,audio_features,198186,4
Rescued,Foo Fighters,But Here We Are,3nDstVXtr6xbCZKs5Ka2rZ,63,https://p.scdn.co/mp3-preview/93684d00336410add38f57e71816d66949bfa9be?cid=3502c8805da84b25aa0305556012150b,0.274,0.956,4,-4.978,1,0.0814,1.37e-05,1.33e-06,0.117,0.339,150.207,audio_features,258648,4
72 Seasons,Metallica,72 Seasons,3uSATa7xWXVJrMhJJSnGGk,61,,0.196,0.981,9,-3.865,1,0.0574,4.16e-05,0.052,0.0636,0.403,168.183,audio_features,459120,4
Need A Favor,Jelly Roll,Whitsitt Chapel,07on0OB2cdPt79IFsgdRUy,83,https://p.scdn.co/mp3-preview/cddc53b034f5e8a7accf9f518c16b7c767dbf9f0?cid=3502c8805da84b25aa0305556012150b,0.502,0.771,6,-4.246,1,0.032,0.0123,1.82e-05,0.0801,0.557,157.978,audio_features,197400,4
Lowest In Me,Staind,Confessions Of The Fallen,4vCmNZrbKxTaRB4gVrTsR1,17,,0.446,0.974,6,-3.386,1,0.118,4.92e-05,0.806,0.408,0.298,99.058,audio_features,187291,4
Unstoppable,Disturbed,Divisive,5t2Wv4h5MO2ZyRBsLbFz55,62,https://p.scdn.co/mp3-preview/7d2b80b2fb893d30a35278bb32851095c30439c7?cid=3502c8805da84b25aa0305556012150b,0.529,0.988,1,-1.914,1,0.0768,7.15e-06,0.0278,0.336,0.336,121.0,audio_features,238110,4
The Dirt I'm Buried In,Avatar,Dance Devil Dance,4OjAxkNVwleUdCUS098eBw,62,https://p.scdn.co/mp3-preview/918eb6a50009814838517ee7ef76bcd22d0e5ed6?cid=3502c8805da84b25aa0305556012150b,0.614,0.899,11,-5.186,0,0.0384,0.000981,0.585,0.114,0.671,114.932,audio_features,244598,4
Blood In The Water,Ayron Jones,Chronicles Of The Kid,5mQCd8RqgT91gK4S9eDG1t,50,,0.256,0.651,11,-6.814,0,0.0378,0.00038,7.36e-06,0.11,0.0763,77.89,audio_features,217582,4
Beyond,Corey Taylor,Beyond,3d06hZGFolrTyh6b0CNmlT,21,,0.464,0.992,3,-3.089,0,0.088,5.38e-05,0.000452,0.199,0.386,151.896,audio_features,257969,4
Under You,Foo Fighters,But Here We Are,6vWu5uWlox5TVDPl3LvoG3,65,https://p.scdn.co/mp3-preview/092c89392a011d9fd5e167538295204a8fd8ee40?cid=3502c8805da84b25aa0305556012150b,0.263,0.977,9,-2.913,1,0.0857,5.16e-06,0.0,0.148,0.305,149.982,audio_features,219400,4
Psycho,Asking Alexandria,Where Do We Go From Here?,2oeD1y0HnIBhHW5pPtyE0w,62,https://p.scdn.co/mp3-preview/533e8103612f550425e43dcfd7d1e3d1bab6ee22?cid=3502c8805da84b25aa0305556012150b,0.581,0.939,7,-5.496,0,0.0642,0.000971,1.45e-05,0.384,0.341,125.01,audio_features,236954,4
Too Far Gone?,Metallica,72 Seasons,2ZPnedMaS4W1de05Xz18hF,66,,0.472,0.989,0,-4.131,1,0.0443,2.99e-05,0.0254,0.0808,0.452,96.541,audio_features,273693,4
Skeletons,Pop Evil,Skeletons,3xxM2OEHAAYnpr2KiPdW4B,56,https://p.scdn.co/mp3-preview/e187d3a1af833171dc1500842789c471a28351ec?cid=3502c8805da84b25aa0305556012150b,0.424,0.836,5,-6.24,1,0.0456,0.000453,0.000741,0.118,0.379,77.029,audio_features,209542,4
Might Love Myself,Beartooth,The Surface,1VLM75hY5fluRorkbIt6NT,65,https://p.scdn.co/mp3-preview/eeb2db69dea57212a1c9c2dae3af216d447f3673?cid=3502c8805da84b25aa0305556012150b,0.459,0.86,1,-5.002,0,0.0814,0.0108,2.47e-06,0.328,0.729,150.027,audio_features,219974,4
The American Dream Is Killing Me,Green Day,Saviors,0yq78eXBvWVgkqojBe46SX,68,https://p.scdn.co/mp3-preview/9494ab89f8e489e87a5276cd3b27c1353af66a18?cid=3502c8805da84b25aa0305556012150b,0.534,0.95,6,-2.51,1,0.0459,0.000165,1.98e-06,0.268,0.614,142.972,audio_features,186271,4
A Symptom Of Being Human,Shinedown,Planet Zero,7xOB82ELg70RoIM3mMTkt4,68,https://p.scdn.co/mp3-preview/a661c59086b43f7f1f330c199eb598cd65f120cc?cid=3502c8805da84b25aa0305556012150b,0.601,0.552,0,-7.534,1,0.0261,0.0892,0.0,0.134,0.324,133.979,audio_features,248454,4
Artificial,Daughtry,Artificial,2EU5LeESSJgbYKCc5l4rms,60,,0.39,0.87,2,-5.253,1,0.0569,1.24e-05,0.0246,0.0395,0.211,144.992,audio_features,219468,4
Leave a Light On (Talk Away The Dark),Papa Roach,Ego Trip,0b6fNjbiW4uF0W01GAfRVg,65,https://p.scdn.co/mp3-preview/8ea5d480df8115b33a6428ae03e22bf9c54ac592?cid=3502c8805da84b25aa0305556012150b,0.596,0.419,11,-6.939,0,0.027,0.231,0.0,0.101,0.171,109.901,audio_features,187609,4
